type,store,core,size,count,output
singles_group,11KZ,Принт 5в1 черный,M,1,/Users/adil/Docs/kaspi_etl/docs/ops/kaspi/Kaspi_orders/Today/1.10.25_11KZ_qnt2/NORMAL_singles/Принт 5в1 черный_M-1.pdf
singles_group,11KZ,Принт 5в1 черный,XL,1,/Users/adil/Docs/kaspi_etl/docs/ops/kaspi/Kaspi_orders/Today/1.10.25_11KZ_qnt2/NORMAL_singles/Принт 5в1 черный_XL-1.pdf
