type,store,order_id,core,size,quantity,output
special_multi_qty,Universal,649771113,Nike Футболка черная,L,2,/Users/adil/Documents/kaspi/Kaspi_orders/Today/24.9.25_Universal_qnt27/SPECIAL_multi_qty/Местовая-1_Nike Футболка черная_L-2.pdf
