order_id,handover,warehouse,status,signature,__source_file__
659628569,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
659417138,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
658972981,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
658852173,2025-10-02,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
658830821,2025-10-02,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
659161006,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
659498028,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
659488344,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
659482704,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
659314610,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
658847562,2025-10-02,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
658668463,2025-10-02,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
658561183,2025-10-02,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
658329386,2025-10-02,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
658224812,2025-10-02,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
659801651,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
659452525,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
659376018,2025-10-03,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
