order_id,handover,warehouse,status,signature,__source_file__
665041748,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
665380763,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
665189410,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
665275689,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
665077624,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
664414069,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
664652883,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
665376846,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
665171794,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
665079504,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
664574758,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
664772032,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
664949407,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
664642233,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
665317449,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
665074920,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
664925972,2025-10-08,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
664794594,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665387774,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665290281,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665267774,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664967045,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664850519,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664692821,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664382258,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665246637,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665320732,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665242958,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664617656,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665424278,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664972416,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665441887,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664629258,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
663507760,2025-10-07,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
663944950,2025-10-07,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665112662,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664372649,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664981969,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664982454,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
663563275,2025-10-07,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665095937,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664966214,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
663680946,2025-10-07,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665451978,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
663722182,2025-10-07,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665355120,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664924299,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665447331,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
664282345,2025-10-07,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665038051,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
665393011,2025-10-08,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
663541856,2025-10-07,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
