type,store,order_id,core,size,quantity,output
special_multi_qty,Universal,657850915,Принт 5в1 черный,L,2,/Users/adil/Docs/kaspi_etl/docs/ops/kaspi/Kaspi_orders/Today/2.10.25_Universal_qnt19/SPECIAL_multi_qty/Местовая-1_Принт 5в1 черный_L-2.pdf
