product_url,product_code,total_sellers_qnt,seller_name,price_kzt
https://kaspi.kz/shop/p/yves-saint-laurent-libre-parfjumernaja-voda-edp-90-ml-dlja-zhenschin-102147227/?c=710000000,102147227,6,Aura parfum,49866
https://kaspi.kz/shop/p/yves-saint-laurent-libre-parfjumernaja-voda-edp-90-ml-dlja-zhenschin-102147227/?c=710000000,102147227,6,ИП PERFUME ART,49873
https://kaspi.kz/shop/p/yves-saint-laurent-libre-parfjumernaja-voda-edp-90-ml-dlja-zhenschin-102147227/?c=710000000,102147227,6,ZARINA BEAUTY,49876
https://kaspi.kz/shop/p/yves-saint-laurent-libre-parfjumernaja-voda-edp-90-ml-dlja-zhenschin-102147227/?c=710000000,102147227,6,ИП EXCLUSIVE,49886
https://kaspi.kz/shop/p/yves-saint-laurent-libre-parfjumernaja-voda-edp-90-ml-dlja-zhenschin-102147227/?c=710000000,102147227,6,Elegance Fragrance,49889
https://kaspi.kz/shop/p/yves-saint-laurent-libre-parfjumernaja-voda-edp-90-ml-dlja-zhenschin-102147227/?c=710000000,102147227,6,MonAmie,77925
https://kaspi.kz/shop/p/jean-paul-gaultier-la-belle-parfjumernaja-voda-edp-30-ml-dlja-zhenschin-142800645/?c=710000000,142800645,1,CosMarket,37899
https://kaspi.kz/shop/p/yves-saint-laurent-libre-le-parfum-duhi-parfum-90-ml-dlja-zhenschin-118808099/?c=710000000,118808099,7,Aura parfum,60385
https://kaspi.kz/shop/p/yves-saint-laurent-libre-le-parfum-duhi-parfum-90-ml-dlja-zhenschin-118808099/?c=710000000,118808099,7,ИП PERFUME ART,60392
https://kaspi.kz/shop/p/yves-saint-laurent-libre-le-parfum-duhi-parfum-90-ml-dlja-zhenschin-118808099/?c=710000000,118808099,7,ИП EXCLUSIVE,60395
https://kaspi.kz/shop/p/yves-saint-laurent-libre-le-parfum-duhi-parfum-90-ml-dlja-zhenschin-118808099/?c=710000000,118808099,7,Elegance Fragrance,60398
https://kaspi.kz/shop/p/yves-saint-laurent-libre-le-parfum-duhi-parfum-90-ml-dlja-zhenschin-118808099/?c=710000000,118808099,7,ELIXIR COLLECTION,60408
https://kaspi.kz/shop/p/yves-saint-laurent-libre-le-parfum-duhi-parfum-90-ml-dlja-zhenschin-118808099/?c=710000000,118808099,7,Perfume BAR,84990
https://kaspi.kz/shop/p/yves-saint-laurent-libre-le-parfum-duhi-parfum-90-ml-dlja-zhenschin-118808099/?c=710000000,118808099,7,MonAmie,85275
https://kaspi.kz/shop/p/moschino-i-love-love-edt-100-ml-atomaizer-10-ml-tualetnaja-voda-edt-110-ml-dlja-zhenschin-138047750/?c=710000000,138047750,3,PARFUM-KZ - Официальный Магазин,28500
https://kaspi.kz/shop/p/moschino-i-love-love-edt-100-ml-atomaizer-10-ml-tualetnaja-voda-edt-110-ml-dlja-zhenschin-138047750/?c=710000000,138047750,3,Love in Paris,28497
