order_id,handover,warehouse,status,signature,__source_file__
661171709,2025-10-05,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (1).xlsx
662055561,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
659933405,2025-10-03,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
659630389,2025-10-03,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661954588,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661324283,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661699628,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661658744,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661080718,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
662059110,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661948356,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661545408,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661250150,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661784451,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661148183,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661525925,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661857745,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661242432,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661533734,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661298446,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661711870,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661244759,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
661846476,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (2).xlsx
662039603,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661900197,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661727300,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661318911,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661360439,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661803854,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661812529,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661960946,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661726632,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661577607,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661438009,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661474985,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661510845,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661384248,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661274079,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661148946,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
662033861,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661762013,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
662029804,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661719491,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661169071,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661687346,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661683100,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
659623844,2025-10-05,30137883_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (3).xlsx
661171709,2025-10-05,30290083_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders (4).xlsx
662055561,2025-10-05,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
659933405,2025-10-03,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
659630389,2025-10-03,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
