type,store,order_id,core,size,quantity,output
special_multi_qty,OnlyFit,664382258,Принт 5в1 черный,XL,2,/Users/adil/Docs/kaspi_etl/docs/ops/kaspi/Kaspi_orders/Today/8.10.25_OnlyFit_qnt36/SPECIAL_multi_qty/Местовая-1_Принт 5в1 черный_XL-2.pdf
