order_id,handover,warehouse,status,signature,__source_file__
653735521,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
654459682,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
654134298,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
654468965,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
653856015,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
654151612,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
653747080,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
654332906,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
654051410,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
653805517,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
654260139,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
653833344,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
653749000,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
654118257,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
654054130,2025-09-28,30141222_PP1,Ожидает передачи курьеру,Не требуется,ActiveOrders.xlsx
